chapter	old	new	src
19	id="psalms-19-2"></span><span class="ax-vnum">8 	id="psalms-19-2"></span><span class="ax-vnum">3 	image1864: 节号本身被读错——印面是 3，读成了 8（显示的节号夹在 2 与 4 之间，不单调）
81	id="psalms-81-2"></span><span class="ax-vnum">8 	id="psalms-81-2"></span><span class="ax-vnum">3 	image1864: 节号本身被读错——印面是 3，读成了 8（显示的节号夹在 2 与 4 之间，不单调）
89	<span class="ax-vnum">81-33 	<span class="ax-vnum">31-33 	image1864: 节号本身被读错——印面是 3，读成了 8（显示的节号夹在 2 与 4 之间，不单调）；这里是 31-33 被读成 81-33
107	<span class="ax-vnum">15.</span> 16. *Let*	<span class="ax-vnum">15, 16.</span> *Let*	image1864: 印面作 `15, 16.`／`31, 32.`——他把两节合在一个标题下，逗号被读成了句点，于是第二个节号掉出标题、那一节没有锚点
107	<span class="ax-vnum">31.</span> 32. *Let*	<span class="ax-vnum">31, 32.</span> *Let*	image1864: 印面作 `15, 16.`／`31, 32.`——他把两节合在一个标题下，逗号被读成了句点，于是第二个节号掉出标题、那一节没有锚点
22	*I tell all my hones*	*I tell all my bones*	image1864: 印面作 I tell all my bones（h/b 互串，判词典与第二证人都拦不住这种真词错）
22	stare upon. me.*	stare upon me.*	image1864: upon me 中间多一个句点
40	*The volume of the hook,*	*The volume of the book,*	image1864: 印面作 in the volume of the book
69	*hook of life*	*book of life*	image1864: 印面作 the phrase book of life
48	literally *(hy palace,*	literally *thy palace,*	image1864: 印面作 literally thy palace
87	*To* (or *hy) the Sons	*To* (or *by*) the Sons	image1864: 印面作 To (or by) the Sons of Korah
14	*in the Lords returning, &c,*	*in the Lord's returning,* &c.,	image1864: 印面作 in the Lord’s returning, &c.,
35	(or *ones self),*	(or *one's self*),	image1864: 印面作 (or one’s self)
58	is it possible'? are you	is it possible? are you	image1864: 多一个撇号
72	all kings how* (or ])*rostrate themselves), all nations shall serve him.*	all kings bow* (or *prostrate themselves*), *all nations shall serve him.*	image1864: 印面作 And to him shall all kings bow (or prostrate themselves), all nations shall serve him
10	('?^^)	(אֵל)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
102	(^3)	(כִּי)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
103	(^33)	(נֶפֶשׁ)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
104	(7^)	(עַל)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
113	(7^)	(עַל)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
116	(\1^7-')תַּגְמוּלוֹהִי)	(תַּגְמוּלוֹהִי)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文；重扫时前缀残渣没清掉
118	(1^)	(עַד)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
119	(3\*110)	(טוֹב)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文；同句后面那个是 (טוּב)，印面用元音点区分 good / goodness
119	particle (^) *as*	particle (כ) *as*	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
119	(\*^)	(לִי)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
119	preposition (]D) *from	preposition (מן) *from	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
119	noun (]n) *favour	noun (חֵן) *favour	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
119	*(\*)DV}) to observe*	(שָׁמַר) *to observe*	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
144	(7^23,) *to build,* is here still T T mor	(בָּנָה) *to build,* is here still mor	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文；顺带清掉溢出的元音点 T T
25	(^1)	(רַב)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
37	preposition (^), often	preposition (ב), often	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
41	(>^)	(לִי)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
44	(C]M)	(אַף)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
49	of the. particle (^3)	of the particle (כִּי)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文；顺带清掉 the 后面多出的句点
78	(]D) *manna*	(מָן) *manna*	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
84	(C]D)	(סַף)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
89	(71^)	(אֵל)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
94	(70^)	(עָמָל)	image1864: 逐张裁图读印面上的希伯来词（原生 600 dpi），拉丁残渣换成原文
45	See above, ^^.. *y ^^ 0-^)' ix.* ^ (^)- The same perpetuity	See above, on Ps. v. 12 (11), ix. 6 (5). The same perpetuity	image1864: 整串引用读崩，印面作 See above, on Ps. v. 12 (11), ix. 6 (5).
27	of Light and salvation. Compare Micah vii. 8. *The* interrogations	of light and salvation. Compare Micah vii. 8. The interrogations	image1864: 印面是正体，ABBYY 的斜体检测在这里误判；顺带 Light 印面是小写
32	method of solution is *to* understand	method of solution is to understand	image1864: 印面是正体，ABBYY 的斜体检测在这里误判
73	together *with* the fact	together with the fact	image1864: 印面是正体，ABBYY 的斜体检测在这里误判
45	bubbling up of water *in* a fountain	bubbling up of water in a fountain	image1864: 印面是正体，ABBYY 的斜体检测在这里误判
100	ing* (לְתוֹדָה)-	ing* (לְתוֹדָה).	image1864: 页末印面是句点，读成了连字符
119	begin with the same Hebrew word יְהִי)-	begin with the same Hebrew word (יְהִי).	image1864: 印面作 the same Hebrew word (יְהִי).——左括号丢了，句点读成连字符
127	figure of arrows *in* the verse	figure of arrows in the verse	image1864: 印面是正体，ABBYY 斜体检测误判
17	disappointed. *To* the eye of sense	disappointed. To the eye of sense	image1864: 印面是正体，ABBYY 斜体检测误判
40	*εὐαγγελί(ζο[μαι,*	*εὐαγγελίζομαι,*	image1864: 希腊文里混进拉丁噪点，印面作 εὐαγγελίζομαι
118	particle (נָא;J) can	particle (נָא) can	image1864: 600 dpi 裁图读印面，希伯来词旁的拉丁残渣清掉
130	The common verb *שָׁמַע}) to hear*	The common verb (שָׁמַע) *to hear*	image1864: 600 dpi 裁图读印面，希伯来词旁的拉丁残渣清掉；左括号丢了，斜体也错位
14	the verb נאלחו?}^^ is to turn	the verb נאלחו is to turn	image1864: 600 dpi 裁图读印面，希伯来词旁的拉丁残渣清掉
15	where *7)3* נשא על;^£^3 means	where נשא על means	image1864: 600 dpi 裁图读印面，希伯来词旁的拉丁残渣清掉；印面作 where נשא על means to lift up upon
150	and (אֵל}) the divine	and (אֵל) the divine	image1864: 600 dpi 裁图读印面，希伯来词旁的拉丁残渣清掉
31	greatly (מאד;D), which	greatly (מְאֹד), which	image1864: 600 dpi 裁图读印面，希伯来词旁的拉丁残渣清掉
35	later word D!)צום.—The	later word צום.—The	image1864: 600 dpi 裁图读印面，希伯来词旁的拉丁残渣清掉
55	the text (ישימות!^^),	the text (יְשִׁימוֹת),	image1864: 600 dpi 裁图读印面，希伯来词旁的拉丁残渣清掉
112	Ps. ciii. 14. *Psalm] 13:1-3* 473	Ps. ciii. 14.	image1864: 书页 473 的页眉「Psalm 113:1-3   473」被抽取当成了正文
116	it in the *Psalm] 16:7-]3* 481 Hebrew	it in the Hebrew	image1864: 书页 481 的页眉「Psalm 116:7-13   481」串进正文，把 in the … Hebrew 劈成两半
112	his affairs hy justice	his affairs by justice	image1864: 印面作 he shall sustain his affairs by justice（h/b 互串）
112	righteous shall he in everlasting	righteous shall be in everlasting	image1864: 印面作 the righteous shall be in everlasting remembrance
106	*hy their counsel, and are brought low by	*by their counsel, and are brought low by	语料自证 + 字形：hy 在英语里不是词，这副字模 h/b 常互串；同句后面就有 by
145	*hy making known;*	*by making known;*	语料自证 + 字形：hy 在英语里不是词，这副字模 h/b 常互串
17	(?ne) *hy night	(me) *by night	语料自证 + 字形：hy 在英语里不是词，这副字模 h/b 常互串；(?ne) 同处是 (me)
42	who is hy creation the author, and by covenant	who is by creation the author, and by covenant	语料自证 + 字形：hy 在英语里不是词，这副字模 h/b 常互串；同句 by covenant 作对照
55	trouble will he in the midst of her	trouble will be in the midst of her	语料自证：这是陈述句不是疑问句，will be
104	(do creep forth)	(*do creep forth*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
104	(manifold)	(*manifold*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
112	(a good man)	(*a good man*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
112	(he shall not be afraid of evil tidings)	(*he shall not be afraid of evil tidings*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
113	(to keep house)	(*to keep house*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
119	(give me understanding)	(*give me understanding*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
119	(time to work)	(*time to work*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
119	(standeth in awe)	(*standeth in awe*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
122	(shall stand)	(*shall stand*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
124	(had overwhelmed us)	(*had overwhelmed us*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
126	(precious seed)	(*precious seed*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
129	(afore it groweth up)	(*afore it groweth up*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
132	(remember David and all his afflictions)	(*remember David and all his afflictions*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
144	(grown up in their youth)	(*grown up in their youth*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
18	(light, enlighten)	(*light, enlighten*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
23	(yea, though I walk)	(*yea, though I walk*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
24	(take in vain)	(*take in vain*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
37	(for the end of that man is peace)	(*for the end of that man is peace*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
44	(boasted)	(*boasted*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
45	(so shall the king desire, &c.)	(*so shall the king desire, &c*.)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
45	(wrought gold)	(*wrought gold*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
47	(sing ye praises with understanding)	(*sing ye praises with understanding*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
59	(because of)	(*because of*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
68	(even thousands of angels)	(*even thousands of angels*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
73	(plagued.)	(*plagued*.)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
76	(excellent)	(*excellent*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
78	(hot thunderbolts)	(*hot thunderbolts*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
89	(shalt thou establish in the very heavens)	(*shalt thou establish in the very heavens*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
90	(thou hadst formed)	(*thou hadst formed*)	image1864: 「某某版本（…）」括号里引的是译文，印面是斜体；ABBYY 漏检（核过诗 104 do creep forth、诗 76 excellent、诗 24 take in vain）
